Complexity,Loss,Equation
1,0.2573964,"E_f"
3,0.25636226,"(E_f + -0.03215091)"
5,0.23264991,"((v * -0.12692463) * F_x)"
7,0.21075742,"(((v * E_x) * -0.16538996) * F_u)"
9,0.0701828,"(((-0.011569538 - v) * F_x) + (E_f * F_u))"
11,0.058399796,"((((-0.011569538 - v) * F_x) + (E_f * F_u)) / 1.2784458)"
13,0.052953117,"((((-0.014144957 - v) * (F_x + -0.4929747)) + (E_f * F_u)) / 1.3062298)"
15,0.049746312,"((((v * -0.84152) - 0.014294175) * (F_x + -0.49079293)) + (0.80894494 * (E_f * F_u)))"
17,0.047620423,"((((v * -0.85970557) - 0.013222899) * (F_x + -0.4929747)) + (0.8235503 * ((E_f - 0.0015249136) * F_u)))"
19,0.045387466,"((((v * -0.85970557) - 0.013222899) * (F_x + -0.4929747)) + (0.8235503 * ((E_f - 0.0015249136) * (F_u - 1.1183165))))"
