Complexity,Loss,Equation
1,0.22227876,"0.50352436"
2,0.22227874,"exp(-0.6861279)"
3,0.22227873,"(0.33927023 / 0.67385536)"
4,0.21120925,"exp(-0.4258098 / x0)"
5,0.073020816,"((1.8768872 - x0) * x0)"
7,0.06757438,"((1.8768872 - x0) * (x0 - 0.06672194))"
9,0.040054787,"(x0 / exp(exp((x0 + -1.5139698) / 0.18275917)))"
10,0.031229122,"(x0 / exp(((x0 + -1.0455165) * x0) * x0))"
11,0.018907271,"(x0 / exp((exp(x0) + -1.9791033) * (x0 + -1.0686867)))"
12,0.005289112,"(x0 / (exp(((x0 * x0) + -1.1921269) * x0) / x0))"
14,0.00069858937,"((x0 / exp(((x0 * (x0 + -1.1203426)) * 2.442729) * x0)) * x0)"
15,0.00048290115,"(x0 / (((exp((x0 + -0.99935806) * exp(x0)) / x0) / x0) - 0.24563229))"
17,0.00029138758,"(x0 / (((exp((x0 + -0.99935806) * (exp(x0) - -0.10631472)) / x0) / x0) - 0.24563229))"
18,0.00020459757,"(x0 / ((exp(((x0 + -0.99935806) * ((x0 + -0.3182868) + x0)) * x0) / x0) - 0.24563229))"
20,0.0001538822,"(x0 / ((exp(((x0 + -0.99935806) * ((x0 + -0.14469878) + x0)) * (x0 * 0.9181549)) / x0) - 0.24563229))"
