Complexity,Loss,Equation
1,0.22227874,"0.50352144"
4,0.21120925,"exp(-0.4258098 / x0)"
5,0.075605765,"((1.9209669 - x0) * x0)"
7,0.06693557,"((1.9209669 - x0) * (x0 + -0.064385965))"
9,0.047941245,"((x0 / (exp(exp(x0)) / x0)) * 15.31747)"
10,0.031229123,"(x0 / exp((x0 * x0) * (x0 + -1.0455154)))"
11,0.019714583,"(x0 / exp((x0 + -1.1143973) * (exp(x0) + -1.3157866)))"
12,0.0057328185,"((x0 * x0) / exp(((x0 * x0) + -1.1624072) * x0))"
14,0.0009943037,"((x0 * x0) / exp((((x0 + -1.1285845) / 0.43729356) * x0) * x0))"
15,0.0005789312,"((x0 / exp(((x0 + -1.1208172) * exp(0.8355806)) * (x0 * x0))) * x0)"
16,0.00052078016,"(x0 / (exp(((x0 + -1.1185952) / ((0.5970487 / x0) / 1.4008025)) * x0) / x0))"
18,0.00025272978,"(exp(x0) / (((exp(x0 * (x0 * x0)) / (x0 * exp(-0.11197259))) / x0) - x0))"
19,0.00022900001,"(exp(x0) / (((exp(x0 * ((x0 - -0.030405175) * x0)) / x0) / (x0 - 0.08032476)) - x0))"
