Complexity,Loss,Equation
1,0.22227874,"0.50352085"
4,0.21120925,"exp(-0.4258098 / x0)"
5,0.1863868,"(x0 * (2.1688006 - x0))"
6,0.09120031,"(x0 * (exp(0.6900345) - x0))"
7,0.07815953,"(((2.397672 - x0) + -0.58293444) * x0)"
8,0.06683624,"((x0 * (exp(0.6900345) - x0)) + -0.18351172)"
9,0.04191017,"exp((2.2811818 - exp(x0)) * (x0 - 1.187321))"
10,0.0011867896,"exp((0.7737804 - x0) * ((x0 - 1.2262588) / 0.20738117))"
11,9.634761e-5,"exp(((0.77378416 - x0) * (x0 - 1.2262652)) * exp(1.7519039))"
12,9.628745e-5,"exp(((0.77378416 - x0) * (x0 - exp(0.20395029))) * exp(1.7519039))"
13,4.610185e-5,"exp(((0.7737706 - x0) * (x0 - 1.2262598)) * (exp(1.4353836) + 1.2262598))"
14,1.4831101e-5,"exp(((0.77378416 - x0) * (x0 - exp(0.20395029))) * (exp(1.5486209) - -0.8690525))"
15,1.4155265e-5,"exp((((0.7737706 - x0) * (x0 - 1.2262598)) * (exp(0.77672714) - 0.097041264)) * 2.6744401)"
19,1.4154464e-5,"exp(((0.7737707 - x0) * ((x0 - 1.2262652) / 0.45745054)) * (exp((0.16812992 / 1.7065895) + 0.93763256) + -0.27706796))"
