Complexity,Loss,Equation
1,0.22227874,"0.50352126"
4,0.21120925,"exp(-0.42580834 / x0)"
5,0.13994338,"(x0 * (2.1011715 - x0))"
7,0.06967546,"((x0 * (2.1011715 - x0)) + -0.2790771)"
9,0.060675796,"((((2.1011715 - x0) * x0) + -0.357208) * 1.2499503)"
10,0.031229122,"(x0 / exp(x0 * (x0 * (x0 - 1.0455437))))"
11,0.015094547,"(x0 / exp((-1.1061908 + x0) * (-1.6240748 + exp(x0))))"
12,0.0053561325,"(x0 / (((exp(x0 * x0) / x0) - x0) - x0))"
13,0.004019838,"(((x0 + -0.22609933) / exp((-1.168076 + x0) * exp(x0))) * x0)"
14,0.0005943588,"(x0 / (exp((((-1.120369 + x0) * x0) * x0) / 0.41545936) / x0))"
16,0.000323777,"(x0 / ((exp((-1.0642235 + x0) * (x0 * (x0 + x0))) / x0) - 0.11486068))"
18,0.00026510053,"(x0 / ((exp((-1.0642235 + x0) * (x0 * (x0 + x0))) / x0) - (0.11486068 * 1.1061848)))"
19,0.00013460232,"((x0 / (exp((-0.9608103 + x0) * ((exp(x0) + (x0 * 0.7851258)) - 2.1283116)) - 0.29364797)) * x0)"
