Complexity,Loss,Equation
1,0.22227874,"0.503522"
4,0.21120925,"exp(-0.42580795 / x0)"
5,0.2103918,"(x0 / (x0 + 0.66139627))"
6,0.14450002,"(x0 / (exp(x0) - x0))"
7,0.117383644,"(((2.357383 - x0) * x0) + -0.6167509)"
8,0.07038758,"(x0 / exp((x0 + -0.88897365) * x0))"
9,0.034063123,"exp((1.1123413 - x0) * (exp(x0) - 2.6497915))"
10,0.01921108,"exp(((1.2262493 - x0) / 0.3193645) * (x0 - 0.77377796))"
11,0.0001566444,"exp(((1.2262493 - x0) * (x0 - 0.77377796)) * exp(1.6655687))"
13,7.7483535e-5,"exp(((1.2262493 - x0) * (x0 - 0.77377796)) * exp(1.2262493 * 1.4249761))"
14,1.415653e-5,"exp(((1.2262493 - x0) * ((x0 - 0.77377796) * 1.513814)) * exp(exp(0.26247618)))"
