Complexity,Loss,Equation
1,0.22227874,"0.5035224"
4,0.21120925,"exp(-0.42581105 / x0)"
5,0.07304484,"(x0 * (1.8726385 - x0))"
7,0.06617389,"((x0 * (2.0013118 - x0)) - 0.16567318)"
9,0.034179494,"exp((1.1751374 - x0) * (exp(x0) - 2.5854137))"
10,0.019600015,"exp(((0.95530915 - x0) / 0.252447) * (x0 - 1.0882113))"
11,0.0016748303,"exp((1.217432 - x0) * (exp(x0) - (1.5590448 / x0)))"
13,0.0012878979,"exp((1.217432 - x0) * ((exp(x0) - (1.7189144 / x0)) - -0.1602377))"
14,0.00084592204,"((exp(((1.1138428 - x0) * (x0 / 0.45001128)) * x0) * x0) * x0)"
16,0.0005249966,"((exp((1.1138428 - x0) * (((x0 + 0.35528618) + x0) * x0)) * x0) * x0)"
18,6.188481e-5,"(exp((1.1138428 - x0) * ((((x0 + 1.4851612) * x0) + -0.9980585) + x0)) * (x0 * x0))"
20,1.4160517e-5,"exp((exp(0.44145718 + -0.23747604) - x0) * (((x0 / 0.5941281) - 1.3024094) * exp(-1.1271738 * (-1.1342999 - -0.075198226))))"
