Complexity,Loss,Equation
1,0.22227873,"0.5034763"
4,0.21120925,"exp(-0.4258113 / x0)"
5,0.21039179,"(x0 / (x0 + 0.66157866))"
6,0.14450002,"(x0 / (exp(x0) - x0))"
8,0.07040918,"(x0 / exp((x0 - 0.8955507) * x0))"
10,0.031229122,"(x0 / exp(x0 * (x0 * (-1.0455201 + x0))))"
11,0.014218235,"(exp((exp(x0 * x0) * -0.3041624) + x0) * x0)"
12,0.0053561325,"(x0 / ((exp(x0 * x0) / x0) - (x0 + x0)))"
14,0.0027129583,"((((x0 * x0) / exp(x0 * (x0 * x0))) * 3.6256826) * x0)"
15,0.0024262297,"(x0 / ((exp(((exp(x0) - 1.8090348) - x0) * x0) + -0.115497656) / x0))"
16,0.0008761754,"((x0 / (exp(((-1.0327485 + x0) * (x0 + x0)) * x0) / 1.2162842)) * x0)"
18,0.00019930533,"(1.3004303 / (((exp((x0 * x0) * x0) / x0) / ((x0 + x0) * x0)) + -0.39638194))"
20,0.00019798173,"(1.3004303 / ((((exp((x0 * x0) * x0) / x0) / ((x0 + x0) * x0)) - -0.03302814) + -0.4272773))"
