Complexity,Loss,Equation
1,0.22227873,"0.5034763"
4,0.21120925,"exp(-0.42580995 / x0)"
5,0.21039179,"(x0 / (0.661575 + x0))"
6,0.073020816,"((exp(0.62961143) - x0) * x0)"
8,0.06617389,"((exp(0.6495758) - x0) * (x0 - 0.08645596))"
9,0.032157686,"exp((2.9954386 - exp(x0)) * (x0 + -1.0546882))"
10,0.0020671429,"exp((1.2276402 - x0) * ((-0.7439758 + x0) / 0.20503986))"
11,0.0004054709,"exp(((1.2096654 - x0) * (x0 + -0.77124095)) * exp(1.7250851))"
12,4.8198257e-5,"exp((((1.2262603 - x0) * (-0.773782 + x0)) / 0.33144337) / 0.55630714)"
14,1.4171188e-5,"exp(((1.2262603 - x0) * (-0.773782 + x0)) * (0.512962 + (1.0516285 / 0.2086813)))"
17,1.41544615e-5,"exp(((((1.294935 * 1.0859902) - x0) * exp(1.7146997)) - (x1 / x1)) * (-0.7737767 + x0))"
