Complexity,Loss,Equation
1,0.22227874,"0.50352126"
3,0.22227873,"(0.6816494 / 1.3538857)"
4,0.21120925,"exp(-0.42581034 / x0)"
5,0.07406637,"((1.8488532 - x0) * x0)"
7,0.06617389,"((1.9147797 - x0) * (x0 - 0.08648722))"
9,0.047157582,"(x0 / ((0.025389122 * exp(exp(x0))) - -0.64319074))"
10,0.031229123,"(x0 / exp(x0 * (x0 * (x0 + -1.045514))))"
11,0.016512666,"(x0 / exp((exp(x0) - 1.811168) * (x0 + -1.0752354)))"
12,0.0053445627,"((x0 / exp(x0 * ((x0 * x0) + -1.1817447))) * x0)"
14,0.0014884456,"(((x0 * (x0 * 3.4503713)) * x0) / exp(x0 * (x0 * x0)))"
16,0.0004453713,"((x0 / (exp(((x0 * x0) + -1.1817447) * (x0 + 0.57617205)) / x0)) * x0)"
17,0.00029301218,"(exp(x0 + -0.16985229) / ((exp((x0 * x0) * x0) / (x0 * x0)) - x0))"
19,0.00013080306,"(((((exp(x0) * x0) / exp(x0 * (x0 / (0.7563469 / x0)))) * x0) * x0) / 0.5447314)"
