Complexity,Loss,Equation
1,0.22227874,"0.50352126"
4,0.21120925,"exp(-0.42580894 / x0)"
5,0.21039179,"(x0 / (x0 + 0.66157556))"
6,0.14450002,"(x0 / (exp(x0) - x0))"
7,0.078789584,"((1.3886453 - (x0 + -0.55409163)) * x0)"
8,0.07038758,"(x0 / exp(x0 * (x0 - 0.88894737)))"
10,0.031230884,"(x0 / exp((x0 - 1.047091) * (x0 * x0)))"
11,0.021890892,"(x0 / exp((x0 - 1.047091) * (exp(x0) - 1.4137049)))"
12,0.0053090984,"(x0 / (exp(((x0 * x0) - 1.1859152) * x0) / x0))"
13,0.0028866637,"(x0 / exp((x0 - 1.1653835) * ((exp(x0) * x0) - 1.1653835)))"
14,0.0014884459,"(((x0 / exp(((x0 * x0) * x0) + -1.2384664)) * x0) * x0)"
16,0.0007611204,"((x0 / exp(((((x0 * x0) - 0.11758362) - x0) * x0) / 0.47271663)) * x0)"
18,0.00048342635,"(x0 / (exp((((((x0 * x0) - 0.14484859) + 0.016032303) - x0) * x0) / 0.47271663) / x0))"
20,0.00047153322,"(x0 / (exp((((((x0 * x0) - 0.14484859) + (0.016609505 / x0)) - x0) * x0) / 0.47271663) / x0))"
