Complexity,Loss,Equation
1,0.22227874,"0.50352156"
4,0.21120925,"exp(-0.4256931 / x0)"
5,0.21039179,"(x0 / (x0 + 0.66157854))"
6,0.14450002,"(x0 / (exp(x0) - x0))"
8,0.07043042,"(x0 / exp((x0 - 0.8795916) * x0))"
10,0.031229123,"(x0 / exp((x0 - 1.0455143) * (x0 * x0)))"
11,0.016073223,"(x0 / exp((x0 - 1.1311997) * (exp(x0) - 1.5056461)))"
12,0.0052976552,"(x0 / (exp(((x0 * x0) - 1.1880765) * x0) / x0))"
13,0.0013000212,"(x0 / exp(((x0 - 1.1630622) * (exp(x0) - 1.8753486)) * 1.8037269))"
15,0.0009815986,"(x0 / exp(((x0 - 1.1630622) * exp(1.1630622)) * ((x0 / 0.71719503) - 0.8589819)))"
16,0.00029880443,"((x0 * x0) / (exp(((x0 * x0) - 1.1630622) * (0.62885916 + x0)) / x0))"
18,0.00022935208,"((x0 * x0) / (exp(((x0 * x0) - 1.1630622) * ((0.62885916 + x0) - 0.027462194)) / x0))"
