Complexity,Loss,Equation
1,0.22608706,"0.51055664"
4,0.20986503,"exp(-0.41274598 / x0)"
6,0.14620297,"(x0 / (exp(x0) - x0))"
7,0.07786914,"(((1.0029907 - x0) + 0.94904023) * x0)"
8,0.05093762,"(exp(-0.011057855 * exp(exp(x0))) * x0)"
9,0.043420386,"exp((1.2555329 - x0) * (exp(x0) - 2.208466))"
10,0.021959735,"exp((1.2138965 - x0) * ((x0 - 0.8352782) * 2.9964714))"
11,0.001512239,"exp((1.2217746 - x0) * (exp(x0) - (1.6173105 / x0)))"
13,0.0012845384,"exp((1.2138965 - x0) * (exp(x0 * 1.0247684) - (1.6401137 / x0)))"
14,0.00078756525,"exp((1.2138965 - x0) * (exp(x0) - exp((1.2138965 - x0) / 0.5717343)))"
15,0.00033256973,"exp((1.2138965 - x0) * (((x0 * 1.0695544) - 0.8352782) * (exp(1.2138965) * 1.5557474)))"
16,0.00027153493,"exp(((1.2138965 - x0) * (x0 - ((1.2138965 - x0) / 0.5717343))) * exp(exp(-0.32428738)))"
18,5.199117e-5,"exp(((1.2138965 - (x0 / 1.0140989)) * (x0 - ((1.2138965 - x0) / 0.5717343))) * exp(exp(-0.32428738)))"
20,5.0111023e-5,"exp(((1.2138965 - (x0 / 1.0140989)) * ((x0 / 1.0140989) - ((1.2138965 - x0) / 0.5717343))) * exp(exp(-0.32428738)))"
