Complexity,Loss,Equation
1,0.22227874,"0.50352126"
4,0.21120925,"exp(-0.42581025 / x0)"
5,0.21039179,"(x0 / (x0 - -0.6615693))"
6,0.14450002,"(x0 / (exp(x0) - x0))"
8,0.070406705,"(x0 / exp((x0 - 0.89516085) * x0))"
10,0.031229122,"(x0 / exp(((x0 - 1.0455183) * x0) * x0))"
11,0.009430796,"((x0 / exp((exp(x0) - 3.0417564) * x0)) * x0)"
12,0.0053561325,"(x0 / (((exp(x0 * x0) / x0) - x0) - x0))"
13,0.0008589441,"(x0 / (exp((exp(x0) - 3.0417564) * (x0 - 0.22138207)) / x0))"
15,0.00048346797,"(x0 / (exp((exp(x0) - 3.0417564) * ((x0 / 0.9256615) + -0.28205496)) / x0))"
17,0.0002581104,"(exp(x0) / (((exp((x0 * (x0 * x0)) - -0.11306404) / x0) / x0) - x0))"
20,0.00018731302,"(x0 / (exp(((x0 - 1.1190028) * (x0 + -0.31340322)) * (((x0 + 0.7745536) + 0.5881916) * 1.5076389)) / x0))"
