Complexity,Loss,Equation
1,0.22080809,"0.5012002"
4,0.21076724,"exp(-0.4269416 / x0)"
5,0.07245004,"(x0 * (1.8752773 - x0))"
7,0.066578865,"((x0 * (2.0507383 - x0)) + -0.2011717)"
9,0.036490567,"exp((1.0430976 - x0) * (exp(x0) - 2.6667938))"
10,0.031145776,"(exp((1.0430976 - x0) * (x0 * x0)) * x0)"
11,0.0026036731,"exp((1.1968513 - x0) * (exp(x0) + (-1.7109808 / x0)))"
13,0.00045340622,"(exp((1.147398 - x0) * (exp(1.6632019) * (x0 - 0.6408131))) * x0)"
14,0.0002787004,"(exp((1.147398 - x0) * (exp(exp(0.46410346)) * (x0 - 0.6408131))) * x0)"
15,0.00024262219,"(exp((1.147398 - x0) * (exp(exp(0.46410346)) * (x0 - exp(-0.47525683)))) * x0)"
16,0.00016369103,"(exp(((1.147398 - -0.006977155) - x0) * (exp(exp(0.46410346)) * (x0 - 0.6408131))) * x0)"
