Complexity,Loss,Equation
1,0.22100143,"0.5010135"
4,0.21056233,"exp(-0.4303543 / x0)"
5,0.07340475,"((1.8750224 - x0) * x0)"
7,0.06775355,"((1.8750224 - x0) * (x0 - 0.07214353))"
9,0.011504539,"exp(((x0 / exp(x0)) - 0.3590147) / 0.0355615)"
10,0.009690398,"exp(((x0 / exp(x0)) - 0.35977343) * exp(3.5178998))"
11,0.009671196,"exp(((x0 / exp(x0)) - 0.3590147) / (0.0355615 / 1.1922714))"
12,0.0023278475,"exp((((x0 / exp(x0)) - 0.35901964) * exp(x0)) / 0.08767698)"
14,0.0018932939,"exp((((x0 / exp(x0)) - 0.3590147) * (0.47913948 + exp(x0))) / 0.10669601)"
16,0.0018903278,"exp(((((x0 / exp(x0)) - 0.35889116) / 0.33910447) / 0.33910447) * (exp(x0) - -0.6445976))"
18,0.0018792868,"exp(((((x0 / exp(x0)) - 0.3590147) * ((x0 - -1.0864059) + exp(x0))) / 0.1280387) * 0.8209757)"
19,0.0016173363,"(exp(x0) / (((exp((x0 * x0) * x0) / (x0 * x0)) - x0) / (1.0970193 + -0.23909394)))"
