Complexity,Loss,Equation
1,0.2573964,"E_f"
3,0.25636226,"(E_f - 0.03215084)"
5,0.23264991,"((v * F_x) * -0.12698705)"
7,0.08461145,"((E_f * F_u) - (v * F_x))"
9,0.06677844,"(((E_f * F_u) - (v * F_x)) * 0.7664873)"
11,0.057613637,"(((E_f * F_u) - ((v + 0.013792804) * F_x)) * 0.82034254)"
13,0.052612573,"(((E_f * F_u) - ((v - -0.012047253) * (-0.47996607 + F_x))) / 1.1802139)"
15,0.05014677,"((((E_f * F_u) - ((v - -0.012047253) * (-0.47996607 + F_x))) / 1.1874382) - E_f)"
17,0.049692977,"((((E_f * F_u) - ((v - (-0.012047253 / 0.73322666)) * (-0.47996607 + F_x))) / 1.1802139) - E_f)"
19,0.048657805,"(((E_f * (F_u - 1.1443487)) - ((v - (-0.012047253 / (0.8993334 - v))) * (-0.43193477 + F_x))) / 1.1802139)"
