Complexity,Loss,Equation
1,0.2573964,"E_f"
3,0.25636226,"(E_f + -0.032150887)"
5,0.232653,"((v * -0.12560494) * F_x)"
7,0.21091697,"(-0.17491317 * ((v * F_u) * E_x))"
9,0.19411604,"((((E_x * F_u) + F_x) * v) * -0.15260768)"
11,0.19134894,"(((((E_x * F_u) - E_xx) + F_x) * v) * -0.15260768)"
13,0.18986544,"((((((E_x * F_u) + F_x) * 0.88349104) - E_xx) * -0.15260768) * v)"
15,0.18027583,"(-0.14325343 * (((v * F_u) * E_x) - ((-0.90328383 * F_x) * (v + E_f))))"
17,0.17574513,"(-0.14325343 * (((v * F_u) * E_x) - ((-0.793047 * F_x) * (v + (E_f / 0.4412793)))))"
19,0.17529817,"(-0.14325343 * ((((v * F_u) * E_x) - 0.12177108) - ((-0.793047 * F_x) * ((E_f + v) + E_f))))"
