Complexity,Loss,Equation
1,0.2573964,"E_f"
3,0.25636226,"(E_f + -0.032151468)"
5,0.23264992,"((-0.1269765 * F_x) * v)"
7,0.21093425,"((E_x * -0.15537372) * (v * F_u))"
9,0.20953,"((E_x * -0.15537372) * ((v * F_u) - -0.90533125))"
11,0.19290365,"((-0.056076717 * v) * (((F_u * E_x) + F_x) * 2.2327778))"
13,0.18320866,"((-0.056076717 * (v + E_f)) * (((F_u * E_x) + F_x) * 2.2943811))"
15,0.18102597,"((-0.056076717 * (v + E_f)) * ((((F_u * E_x) + F_x) - E_xx) * 2.2327778))"
17,0.18006003,"((-0.056076717 * (v + E_f)) * (((((F_u - F_x) * E_x) + F_x) - E_xx) * 2.2327778))"
19,0.17913765,"((-0.056076717 * (v + E_f)) * (((((F_u - F_x) * E_x) + F_x) - (E_xx * 2.3623703)) * 2.2327778))"
