Complexity,Loss,Equation
1,0.2573964,"E_f"
3,0.25636226,"(E_f - 0.032151446)"
5,0.23264991,"(v * (-0.12700719 * F_x))"
7,0.21086305,"(((F_u * E_x) * v) * -0.1731396)"
9,0.20901005,"((((F_u * E_x) * v) * -0.1731396) + E_f)"
11,0.20557593,"(((-0.14868997 * F_x) - v) * ((E_f + E_f) + v))"
13,0.20326523,"(((-0.14868997 * F_x) - (v + v)) * ((E_f + E_f) + v))"
15,0.20109817,"(((-0.11511576 * F_x) - (v + v)) * ((E_f * (0.8406075 - -1.9304247)) + v))"
17,0.1973648,"((((-0.11511576 * F_x) - (v + v)) * ((E_f * (1.0054693 - -1.9304247)) + v)) - -0.09707832)"
19,0.19353098,"(((((-0.11511576 * F_x) - v) - (v + v)) * ((E_f * (0.8406075 - -1.9304247)) + v)) - -0.09707832)"
