Complexity,Loss,Equation
1,0.2573964,"E_f"
3,0.25636226,"(E_f - 0.032150935)"
5,0.23264992,"((v * F_x) * -0.12693799)"
7,0.21175216,"((v * E_x) * (-0.1891644 * F_u))"
9,0.19274847,"(((E_x * F_u) + F_x) * (v * -0.1286079))"
11,0.19022879,"((((E_x * F_u) + F_x) - E_xx) * (v * -0.1286079))"
13,0.18090568,"((((E_x * F_u) + F_x) - E_xx) * ((v + E_f) * -0.1286079))"
15,0.18051264,"((((E_x * F_u) + F_x) - E_xx) * ((v + (E_f * 1.1508195)) * -0.1286079))"
17,0.18015687,"((((((E_x * F_u) + F_x) + -0.40894637) - E_xx) - E_xx) * ((v + E_f) * -0.1286079))"
19,0.1799383,"((((((E_x * F_u) + F_x) + v) - E_xx) + (v + v)) * ((v + E_f) * -0.1286079))"
