Complexity,Loss,Equation
1,0.22227873,"0.5034763"
4,0.21120925,"exp(-0.4258115 / x0)"
5,0.073020816,"((1.8768873 - x0) * x0)"
6,0.07302081,"((exp(0.62960434) - x0) * x0)"
7,0.06617388,"((x0 * (2.0012615 - x0)) - 0.16560191)"
8,0.050745532,"(exp(exp(exp(x0)) * -0.011461412) * x0)"
9,0.033885874,"exp((exp(x0) - 2.6325896) * (1.1586367 - x0))"
10,4.789925e-5,"exp(((-0.7737783 + x0) * (1.221438 - x0)) / 0.18007715)"
12,1.4276178e-5,"exp(((-0.7737783 + x0) * (0.99605024 - (x0 - 0.2305329))) / 0.18007715)"
13,1.4153148e-5,"exp((-0.77375644 + x0) * ((-1.2262882 + x0) * (-0.8052939 - exp(1.5580847))))"
