Complexity,Loss,Equation
1,0.22227873,"0.5034763"
4,0.21120925,"exp(-0.42580894 / x0)"
5,0.07302081,"((1.8768858 - x0) * x0)"
7,0.066173874,"((1.914756 - x0) * (x0 - 0.08648338))"
8,0.01988487,"(0.16528837 / (exp(x0) - (x0 / 0.385024)))"
10,1.4153449e-5,"exp((-1.2262774 + x0) / (0.18001337 / (0.7737572 - x0)))"
12,1.4151005e-5,"exp((-1.22628 + x0) / ((0.18000464 / (0.7737546 - x0)) - 7.366989e-5))"
14,1.4149228e-5,"exp((-1.22628 + x0) / ((0.18000464 / (0.7737546 - x0)) - (9.499881e-5 * x0)))"
15,1.4132367e-5,"exp((-1.22628 + x0) / ((0.18000464 / (0.7737546 - x0)) * exp(x1 * 0.0005898128)))"
16,1.4052712e-5,"exp((-1.22628 + x0) / ((0.18000464 / (0.7737546 - x0)) + (-8.460912e-5 / (-0.8901723 + x0))))"
18,1.3991043e-5,"exp((-1.22628 + x0) / ((0.18000464 / (0.7737546 - x0)) - (9.499881e-5 / ((-0.8901723 + x0) / 0.5427592))))"
20,1.3974019e-5,"exp((-1.22628 + x0) / ((0.18000464 / (0.7737546 - x0)) + (9.499881e-5 / (-1.22628 + ((x1 / 1.0034872) + x0)))))"
