Complexity,Loss,Equation
1,0.2573964,"E_f"
3,0.25636226,"(E_f + -0.032151125)"
5,0.23264991,"((-0.12700933 * v) * F_x)"
7,0.21075743,"((v * (F_u * E_x)) * -0.16539)"
9,0.06677842,"(((v * F_x) - (E_f * F_u)) / -1.3046255)"
11,0.057151444,"((((v + 0.017255682) * F_x) - (E_f * F_u)) * -0.810106)"
13,0.0513717,"((((v + 0.017484482) * (F_x + -0.5057421)) - (E_f * F_u)) * -0.829257)"
15,0.049626034,"(((((v + 0.01672836) * (F_x + -0.5057421)) + E_f) - (E_f * F_u)) * -0.8432268)"
17,0.047720782,"((((v + 0.016538328) * ((F_x * 1.0426228) + -0.510707)) - (E_f * (F_u - 1.1031771))) * -0.8207309)"
19,0.047409013,"((((v + 0.016538328) * (((F_x + E_f) * 1.0426228) + -0.5225189)) - (E_f * (F_u - 1.0426228))) * -0.8207309)"
