Complexity,Loss,Equation
1,0.22227873,"0.5034763"
4,0.21120925,"exp(-0.4258109 / x0)"
5,0.073020816,"((1.8768871 - x0) * x0)"
7,0.06617388,"(-0.1656046 - ((-2.0012546 + x0) * x0))"
8,0.0507453,"(exp(-0.011457821 * exp(exp(x0))) * x0)"
9,0.034502354,"exp((1.1767793 - x0) * (exp(x0) + -2.5394216))"
10,1.425523e-5,"exp((1.226268 - x0) * ((x0 - 0.773767) / 0.17977723))"
11,1.4153754e-5,"exp((1.2262757 - x0) * ((x0 - 0.7737576) * exp(1.7147858)))"
14,1.4153453e-5,"exp((1.2262784 - x0) * ((x0 - 0.7737576) * (exp(1.5124401) + exp(0.017358832))))"
17,1.4077039e-5,"exp((1.2262757 - x0) * ((x0 - 0.7737576) * (exp(1.7147858) - (0.011253356 * (x1 - 1.0339704)))))"
19,1.4076738e-5,"exp((1.2262757 - x0) * ((x0 - 0.7737576) * (exp(1.7147858) - (0.011253356 * (-0.9622504 + (x1 / 1.0339704))))))"
