Complexity,Loss,Equation
1,0.2573964,"Ef"
3,0.25636226,"(Ef - 0.03215084)"
5,0.23266122,"(F_x * (v * -0.124341965))"
7,0.21112682,"(-0.15090986 * (v * (E_x * F_u)))"
9,0.06677844,"(-0.7664892 * ((v * F_x) - (Ef * F_u)))"
11,0.0595374,"(-0.7221064 * (((v + 0.017495621) * F_x) - (Ef * F_u)))"
13,0.055292387,"(-0.7221064 * (((v + 0.017495621) * (F_x + -0.36598578)) - (Ef * F_u)))"
19,0.054084707,"(-0.7221064 * (((v + 0.017495621) * (F_x + (((v / -0.7221064) - -0.77185595) * -0.7221064))) - (Ef * F_u)))"
